Statistics	R_squared_coefficient
Lengthd *N2rrc	0.977343234590835
Lengthd^2 *N2rrc^2	0.976134545667729
D2z *Lengthd	0.975052662106486
Pearson-Coeff *Lengthd	0.975052662106484
Lengthd *N2r	0.973850937086924
Lengthd^2 *N2rc^2	0.972957223506168
Lengthd *N2rc	0.972339247969375
Normalized-Vectors *Lengthd	0.971480268345292
Lengthd^2 *N2r^2	0.970431872528928
D2z^2 *Lengthd^2	0.96796435264418
Pearson-Coeff^2 *Lengthd^2	0.967964352644179
SimMM *Lengthd	0.965372440815205
N2rc *Lengthd^2	0.965185402348327
Spearman *Lengthd	0.963891805653163
Normalized-Vectors^2 *Lengthd^2	0.96194754408627
Harmonic-Mean *Lengthd	0.959883201789068
Lengthd *Jensen-Shannon	0.959739547424505
K-Div *Lengthd	0.959505222669011
Jefferey-Div *Lengthd	0.959376230461895
KL-Cond *Lengthd	0.958706412620814
Lengthd *N2r^2	0.957054115669495
RRE-k-r *Lengthd	0.95476822869167
Chi-Squared *Lengthd	0.954131733981866
SimMM^2 *Lengthd^2	0.953271734619998
Lengthd *Kulczynski1	0.952870267239176
Spearman^2 *Lengthd^2	0.9515440847534
Lengthd *Normalized-Vectors^2	0.951446113427923
Lengthd *N2rrc^2	0.951422775051812
Squared-Chord *Lengthd	0.950652897855775
Lengthd *D2z^2	0.949857561513809
Lengthd *Pearson-Coeff^2	0.949857561513801
Jefferey-Div^2 *Lengthd^2	0.946625039140777
Lengthd^2 *Jensen-Shannon^2	0.94646744952186
K-Div^2 *Lengthd^2	0.946441892950605
Harmonic-Mean^2 *Lengthd^2	0.946161478909028
Intersection *Lengthd	0.945115784388143
N2rrc *Lengthd^2	0.944396858795314
KL-Cond^2 *Lengthd^2	0.944039034555376
Lengthd *Kulczynski2	0.943649771050019
Lengthd *Canberra	0.943564294631882
D2z *Lengthd^2	0.941902922601108
Pearson-Coeff *Lengthd^2	0.941902922601106
Kulczynski2 *Lengthd^2	0.941515898464729
Intersection *Lengthd^2	0.94063517249389
Canberra *Lengthd^2	0.940611773139262
Lengthd *Jefferey-Div^2	0.940220114240223
Lengthd *K-Div^2	0.939433977739997
N2rc *EMD^2	0.939083302285364
RRE-k-r^2 *Lengthd^2	0.938972521785228
EMD *N2rrc	0.93851904091689
EMD *N2r	0.938339204884572
Lengthd *Jensen-Shannon^2	0.938110445832113
Lengthd *N2rc^2	0.937849248864488
Chi-Squared^2 *Lengthd^2	0.937743387439102
SimMM *Lengthd^2	0.937579129828143
EMD^2 *N2rrc^2	0.936729694331346
Lengthd *Harmonic-Mean^2	0.936256572645219
D2z *EMD	0.935995134646098
Pearson-Coeff *EMD	0.935995134646094
Squared-Chord^2 *Lengthd^2	0.935412820033088
Lengthd *SimMM^2	0.934704781232048
Spearman *Lengthd^2	0.934416488317418
Lengthd^2 *Kulczynski1^2	0.933863809807393
Kulczynski1 *Lengthd^2	0.933576095871932
EMD^2 *N2r^2	0.933397982503979
Normalized-Vectors *EMD	0.933360120440587
Lengthd *Spearman^2	0.933247642362803
Manhattan *Lengthd	0.931146554616978
EMD *Spearman	0.930846873524056
RRE-k-r *Lengthd^2	0.930835712862142
EMD^2 *N2rc^2	0.930768241346774
EMD *N2rc	0.929758643867925
Normalized-Vectors *Lengthd^2	0.929541508205959
KL-Cond *Lengthd^2	0.929104812197508
Manhattan *Lengthd^2	0.928825521055259
N2rrc *EMD^2	0.928387891368352
D2s *Lengthd^2	0.927917960036451
Lengthd *KL-Cond^2	0.927820160496832
Pearson-Coeff^2 *EMD^2	0.927778387896755
D2z^2 *EMD^2	0.927778387896749
SimMM *EMD	0.927440088329241
N2r *Lengthd^2	0.926851791574928
Chi-Squared *Lengthd^2	0.925323611401452
Jaccard *Lengthd^2	0.925291913670486
Mismatch *Lengthd^2	0.925291913670486
Jefferey-Div *EMD	0.92467457611708
EMD *Jensen-Shannon	0.924122392758486
K-Div *EMD	0.923814214614613
Harmonic-Mean *EMD	0.923543946415953
Lengthd *Chi-Squared^2	0.92331298669916
Normalized-Vectors^2 *EMD^2	0.921728740707502
Intersection^2 *Lengthd^2	0.921684885645966
Lengthd *Squared-Chord^2	0.92168326065817
Harmonic-Mean *Lengthd^2	0.921320840152277
Squared-Chord *EMD	0.92131531288828
D2z *EMD^2	0.921287645462713
Pearson-Coeff *EMD^2	0.921287645462713
Chi-Squared *EMD	0.920524380027493
Lengthd^2 *Kulczynski2^2	0.919836523551149
KL-Cond *EMD	0.919781027557156
Lengthd^2 *Canberra^2	0.919587091970126
Lengthd *RRE-k-r^2	0.919265421252152
Squared-Chord *Lengthd^2	0.918697346955833
Jensen-Shannon *Lengthd^2	0.918594897749737
Spearman *EMD^2	0.917411359306232
RRE-k-r *EMD	0.917165262680367
EMD^2 *Spearman^2	0.916681923013019
K-Div *Lengthd^2	0.915924568162143
Lengthd *Kulczynski1^2	0.915313623908065
Jefferey-Div *Lengthd^2	0.915195028232908
EMD *Kulczynski1	0.914946286757539
SimMM *EMD^2	0.91482438846934
N2r *EMD^2	0.914680056594241
SimMM^2 *EMD^2	0.913845452179496
EMD *N2r^2	0.912933986545176
EMD *Normalized-Vectors^2	0.910226886130228
Jaccard *Lengthd	0.910163643938665
Lengthd *Mismatch	0.910163643938665
Normalized-Vectors *EMD^2	0.909446260445418
EMD *D2z^2	0.909076302946444
EMD *Pearson-Coeff^2	0.909076302945668
Jefferey-Div^2 *EMD^2	0.908888398917044
EMD^2 *Jensen-Shannon^2	0.90800612385862
EMD *N2rrc^2	0.907748015446095
K-Div^2 *EMD^2	0.907724015898568
Harmonic-Mean^2 *EMD^2	0.90712717053037
RRE-k-r *EMD^2	0.90614095430333
Manhattan^2 *Lengthd^2	0.905226017187394
Kulczynski1 *EMD^2	0.904957250512054
Lengthd *D2s	0.904513646142085
KL-Cond *EMD^2	0.90436300205219
Chi-Squared *EMD^2	0.904295968592079
Canberra *EMD^2	0.903989880570862
EMD *Canberra	0.903884632486923
Squared-Chord *EMD^2	0.903711395947826
Squared-Chord^2 *EMD^2	0.903581651760203
KL-Cond^2 *EMD^2	0.903227027773048
Intersection *EMD	0.901873102022669
EMD *Jefferey-Div^2	0.901842476956377
Chi-Squared^2 *EMD^2	0.901718587614161
EMD *K-Div^2	0.900472166909477
Harmonic-Mean *EMD^2	0.900054038951531
EMD *Kulczynski2	0.900001330234986
EMD *Jensen-Shannon^2	0.899981584771222
Intersection *EMD^2	0.899565008868086
Kulczynski2 *EMD^2	0.89945362390232
Lengthd *Intersection^2	0.899423230224479
RRE-k-r^2 *EMD^2	0.899407184223722
Jensen-Shannon *EMD^2	0.898650197956535
EMD *Spearman^2	0.898570872646723
EMD *Harmonic-Mean^2	0.898362708093064
EMD *N2rc^2	0.898018586822667
EMD *SimMM^2	0.897153345229357
Jefferey-Div *EMD^2	0.89681017684296
Lengthd *Kulczynski2^2	0.896483861278765
K-Div *EMD^2	0.896434167343353
Lengthd *Canberra^2	0.896392366311485
D2s *EMD^2	0.896173084635113
EMD^2 *Kulczynski1^2	0.893813455673892
EMD *Squared-Chord^2	0.890185947418457
EMD *Chi-Squared^2	0.890077041184411
EMD *KL-Cond^2	0.889750003839512
Lengthd^2 *D2s^2	0.887739174982865
Manhattan *EMD	0.887059263829401
Manhattan *EMD^2	0.88527488967578
EMD *RRE-k-r^2	0.88331861373345
Lengthd *Manhattan^2	0.882549169821598
EMD *Kulczynski1^2	0.881399733380332
D2-star *Lengthd^2	0.880793519718692
EMD^2 *Canberra^2	0.878261449696572
Jaccard *EMD^2	0.877567845346506
Mismatch *EMD^2	0.877567845346506
Intersection^2 *EMD^2	0.876692926588123
EMD^2 *Kulczynski2^2	0.874561427480809
Jaccard^2 *Lengthd^2	0.873833289554727
Lengthd^2 *Mismatch^2	0.873833289554727
EMD *Jaccard	0.869261188447971
EMD *Mismatch	0.869261188447971
EMD *D2s	0.867823404079725
EMD *Intersection^2	0.865546520963957
EMD *Canberra^2	0.864942151972876
EMD *Kulczynski2^2	0.862645198565441
Similarity-ratio *Lengthd^2	0.861110541244444
Manhattan^2 *EMD^2	0.859531870025888
EMD^2 *D2s^2	0.851095010561236
Lengthd *Similarity-ratio	0.849191490459944
EMD *Manhattan^2	0.848859699315225
Lengthd *Jaccard^2	0.84879856409129
Lengthd *Mismatch^2	0.84879856409129
D2-star *EMD^2	0.84542942630948
Lengthd *D2s^2	0.844641938959875
Chi-Squared *Normalized-Vectors^2	0.831952854150879
Intersection *N2r	0.831905436643401
EMD^2 *Jaccard^2	0.831743487815948
EMD^2 *Mismatch^2	0.831743487815948
Intersection *N2r^2	0.831631693893927
Squared-Chord *Normalized-Vectors^2	0.831376381039668
Canberra *N2r^2	0.831260996069958
Intersection *AFd^2	0.830892029773452
Intersection *AFd	0.830889447207176
Intersection	0.830886860922232
Intersection *D2z	0.830882505692064
Pearson-Coeff *Intersection	0.830882505692052
Normalized-Vectors *Intersection	0.830859289440908
Canberra *N2r	0.830806921075086
Kulczynski1 *Normalized-Vectors^2	0.830749531845441
Chi-Squared^2 *N2r^2	0.830698544096604
Chi-Squared *Normalized-Vectors	0.830550969084658
Squared-Chord *Intersection	0.83046727734415
Chi-Squared *D2z^2	0.830437440384353
Chi-Squared *Pearson-Coeff^2	0.830437440384345
